6,3,9,2,7,4,5,1,8
5,8,7,1,6,3,2,4,9
2,1,4,5,8,9,6,7,3
8,7,2,9,3,1,4,6,5
1,4,3,6,2,5,8,9,7
9,5,6,7,4,8,1,3,2
3,2,1,4,5,7,9,8,6
4,6,8,3,9,2,7,5,1
7,9,5,8,1,6,3,2,4
