9,8,7,6,3,1,5,4,2
5,1,2,4,8,7,3,6,9
3,4,6,9,5,2,8,1,7
8,3,5,7,4,6,2,9,1
1,2,4,3,9,5,6,7,8
6,7,9,1,2,8,4,3,5
2,6,1,5,7,3,9,8,4
4,5,3,8,1,9,7,2,6
7,9,8,2,6,4,1,5,3
